420	524	Double	LayoutComponentStyle	aspectRatio
420	589	Uint	LayoutComponentStyle	animationStyleType
420	590	Uint	LayoutComponentStyle	interpolationType
420	591	Uint	LayoutComponentStyle	interpolatorId
420	592	Double	LayoutComponentStyle	interpolationTime
420	597	Uint	LayoutComponentStyle	positionTypeValue
420	598	Uint	LayoutComponentStyle	flexDirectionValue
420	599	Uint	LayoutComponentStyle	directionValue
420	604	Uint	LayoutComponentStyle	flexWrapValue
420	605	Uint	LayoutComponentStyle	overflowValue
420	606	Bool	LayoutComponentStyle	intrinsicallySizedValue
420	609	Uint	LayoutComponentStyle	borderLeftUnitsValue
420	610	Uint	LayoutComponentStyle	borderRightUnitsValue
420	611	Uint	LayoutComponentStyle	borderTopUnitsValue
420	612	Uint	LayoutComponentStyle	borderBottomUnitsValue
420	613	Uint	LayoutComponentStyle	marginLeftUnitsValue
420	614	Uint	LayoutComponentStyle	marginRightUnitsValue
420	615	Uint	LayoutComponentStyle	marginTopUnitsValue
420	616	Uint	LayoutComponentStyle	marginBottomUnitsValue
420	617	Uint	LayoutComponentStyle	paddingLeftUnitsValue
420	618	Uint	LayoutComponentStyle	paddingRightUnitsValue
420	619	Uint	LayoutComponentStyle	paddingTopUnitsValue
420	620	Uint	LayoutComponentStyle	paddingBottomUnitsValue
420	621	Uint	LayoutComponentStyle	positionLeftUnitsValue
420	622	Uint	LayoutComponentStyle	positionRightUnitsValue
420	623	Uint	LayoutComponentStyle	positionTopUnitsValue
420	624	Uint	LayoutComponentStyle	positionBottomUnitsValue
420	625	Uint	LayoutComponentStyle	gapHorizontalUnitsValue
420	626	Uint	LayoutComponentStyle	gapVerticalUnitsValue
420	632	Uint	LayoutComponentStyle	layoutAlignmentType
420	639	Bool	LayoutComponentStyle	linkCornerRadius
420	640	Double	LayoutComponentStyle	cornerRadiusTL
420	641	Double	LayoutComponentStyle	cornerRadiusTR
420	642	Double	LayoutComponentStyle	cornerRadiusBL
420	643	Double	LayoutComponentStyle	cornerRadiusBR
420	705	Uint	LayoutComponentStyle	flexBasisUnitsValue
420	1045	Uint	LayoutComponentStyle	justifyItemsValue
420	1059	Uint	LayoutComponentStyle	layoutTypeValue
422	-1	Type	ExportAudio	-
422	530	Double	ExportAudio	volume
426	-1	Type	ViewModelInstanceColor	-
426	555	Color	ViewModelInstanceColor	propertyValue
427	-1	Type	ViewModelInstanceListItem	-
427	549	Uint	ViewModelInstanceListItem	viewModelId
427	550	Uint	ViewModelInstanceListItem	viewModelInstanceId
428	-1	Type	ViewModelInstanceValue	-
428	554	Uint	ViewModelInstanceValue	viewModelPropertyId
429	-1	Type	ViewModelComponent	-
429	557	String	ViewModelComponent	name
430	-1	Type	ViewModelProperty	-
430	875	Uint	ViewModelProperty	symbolTypeValue
430	957	Uint	ViewModelProperty	componentProps
431	-1	Type	ViewModelPropertyNumber	-
432	-1	Type	ViewModelInstanceEnum	-
432	560	Uint	ViewModelInstanceEnum	propertyValue
433	-1	Type	ViewModelInstanceString	-
433	561	String	ViewModelInstanceString	propertyValue
434	-1	Type	ViewModelPropertyList	-
435	-1	Type	ViewModel	-
435	981	Uint	ViewModel	viewModelType
436	-1	Type	ViewModelPropertyViewModel	-
436	565	Uint	ViewModelPropertyViewModel	viewModelReferenceId
437	-1	Type	ViewModelInstance	-
437	566	Uint	ViewModelInstance	viewModelId
438	-1	Type	DataEnumCustom	-
438	572	String	DataEnumCustom	name
439	-1	Type	ViewModelPropertyEnumCustom	-
439	574	Uint	ViewModelPropertyEnumCustom	enumId
440	-1	Type	ViewModelPropertyColor	-
441	-1	Type	ViewModelInstanceList	-
441	966	Uint	ViewModelInstanceList	listSource
442	-1	Type	ViewModelInstanceNumber	-
442	575	Double	ViewModelInstanceNumber	propertyValue
443	-1	Type	ViewModelPropertyString	-
444	-1	Type	ViewModelInstanceViewModel	-
444	577	Uint	ViewModelInstanceViewModel	propertyValue
445	-1	Type	DataEnumValue	-
445	578	String	DataEnumValue	key
445	579	String	DataEnumValue	value
446	-1	Type	DataBind	-
446	586	Uint	DataBind	propertyKey
446	587	Uint	DataBind	flags
446	660	Uint	DataBind	converterId
447	-1	Type	DataBindContext	-
448	-1	Type	ViewModelPropertyBoolean	-
449	-1	Type	ViewModelInstanceBoolean	-
449	593	Bool	ViewModelInstanceBoolean	propertyValue
450	-1	Type	KeyFrameUint	-
450	631	Uint	KeyFrameUint	value
451	-1	Type	NestedArtboardLeaf	-
451	538	Uint	NestedArtboardLeaf	fit
